Date,Close,Open,High,Low,Ticker 
"Mar 02, 2016",97.6,98.25,98.7,97.6,MOEX
"Mar 03, 2016",97.7,98.5,99.25,96.65,MOEX
"Mar 04, 2016",99.0,98.6,99.43,97.3,MOEX
"Mar 07, 2016",100.5,99.41,100.9,98.3,MOEX
"Mar 09, 2016",99.9,100.0,100.78,98.95,MOEX
"Mar 10, 2016",101.92,99.76,102.5,99.76,MOEX
"Mar 11, 2016",101.4,102.38,103.85,101.16,MOEX
"Mar 14, 2016",103.85,101.02,104.48,100.6,MOEX
"Mar 15, 2016",103.7,103.95,105.3,102.7,MOEX
"Mar 16, 2016",105.7,102.85,106.06,102.85,MOEX
"Mar 17, 2016",105.78,106.11,108.1,105.21,MOEX
"Mar 18, 2016",105.2,106.03,108.77,105.2,MOEX
"Mar 21, 2016",104.25,105.88,106.3,104.25,MOEX
"Mar 22, 2016",103.49,104.44,105.94,102.66,MOEX
"Mar 23, 2016",104.49,103.0,104.91,102.77,MOEX
"Mar 24, 2016",104.6,104.2,105.3,103.77,MOEX
"Mar 25, 2016",104.88,105.1,105.74,104.2,MOEX
"Mar 28, 2016",103.18,104.88,105.98,102.65,MOEX
"Mar 29, 2016",100.91,103.0,103.2,99.2,MOEX
"Mar 30, 2016",101.81,101.35,102.26,99.9,MOEX
"Mar 31, 2016",105.05,101.81,105.05,101.02,MOEX
"Apr 01, 2016",105.05,104.7,105.05,103.11,MOEX
"Apr 04, 2016",103.52,105.0,105.49,103.35,MOEX
"Apr 05, 2016",102.4,103.06,103.09,101.34,MOEX
"Apr 06, 2016",102.67,103.0,103.37,102.05,MOEX
"Apr 07, 2016",103.0,103.19,103.36,101.5,MOEX
"Apr 08, 2016",104.2,103.2,104.99,102.5,MOEX
"Apr 11, 2016",104.55,104.48,105.38,103.96,MOEX
"Apr 12, 2016",104.9,104.21,105.49,103.55,MOEX
"Apr 13, 2016",104.9,104.9,106.0,104.41,MOEX
"Apr 14, 2016",103.47,104.31,104.75,102.16,MOEX
"Apr 15, 2016",102.05,102.59,103.48,101.65,MOEX
"Apr 18, 2016",104.0,100.87,104.24,100.58,MOEX
"Apr 19, 2016",107.05,104.2,107.05,103.73,MOEX
"Apr 20, 2016",108.84,106.7,112.54,106.51,MOEX
"Apr 21, 2016",108.7,109.75,111.7,107.21,MOEX
"Apr 22, 2016",109.95,109.0,109.95,107.92,MOEX
"Apr 25, 2016",109.25,109.95,110.72,107.61,MOEX
"Apr 26, 2016",103.99,108.5,109.0,103.99,MOEX
"Apr 27, 2016",103.36,104.0,105.3,102.66,MOEX
"Apr 28, 2016",104.71,103.6,104.74,101.13,MOEX
"Apr 29, 2016",102.15,104.49,105.3,101.55,MOEX
"May 04, 2016",105.15,101.7,105.15,101.5,MOEX
"May 05, 2016",106.23,105.63,107.34,103.58,MOEX
"May 06, 2016",103.93,106.22,106.24,103.67,MOEX
"May 10, 2016",102.8,104.0,104.66,101.68,MOEX
"May 11, 2016",106.04,102.8,106.31,102.7,MOEX
"May 12, 2016",107.0,106.27,107.9,105.67,MOEX
"May 13, 2016",104.32,101.7,104.32,101.6,MOEX
"May 16, 2016",104.36,104.77,105.13,103.25,MOEX
"May 17, 2016",103.71,103.75,104.35,102.1,MOEX
"May 18, 2016",105.22,103.85,105.78,103.0,MOEX
"May 19, 2016",105.2,104.8,105.23,103.41,MOEX
"May 20, 2016",104.0,105.0,105.53,104.0,MOEX
"May 23, 2016",104.0,104.39,104.39,102.55,MOEX
"May 24, 2016",105.1,104.0,105.2,103.65,MOEX
"May 25, 2016",106.17,105.5,106.63,104.83,MOEX
"May 26, 2016",106.47,106.15,106.96,105.11,MOEX
"May 27, 2016",106.94,106.47,106.97,104.52,MOEX
"May 30, 2016",106.75,106.4,107.09,105.82,MOEX
"May 31, 2016",109.4,106.82,111.18,105.6,MOEX
"Jun 01, 2016",106.72,108.9,108.98,106.52,MOEX
"Jun 02, 2016",108.0,106.98,108.33,106.5,MOEX
"Jun 03, 2016",109.1,108.28,109.67,107.85,MOEX
"Jun 06, 2016",111.2,108.83,111.5,108.5,MOEX
"Jun 07, 2016",112.4,110.5,113.12,110.17,MOEX
"Jun 08, 2016",111.65,112.02,113.83,109.8,MOEX
"Jun 09, 2016",111.0,111.46,111.83,110.11,MOEX
"Jun 10, 2016",110.81,110.0,112.14,107.66,MOEX
"Jun 14, 2016",113.1,110.8,113.26,110.76,MOEX
"Jun 15, 2016",115.74,113.27,115.89,113.1,MOEX
"Jun 16, 2016",114.9,115.94,115.94,113.34,MOEX
"Jun 17, 2016",113.09,115.0,115.0,113.09,MOEX
"Jun 20, 2016",119.0,113.6,119.0,113.6,MOEX
"Jun 21, 2016",117.06,119.01,119.26,115.81,MOEX
"Jun 22, 2016",117.01,117.0,117.87,115.82,MOEX
"Jun 23, 2016",117.05,116.5,117.39,115.74,MOEX
"Jun 24, 2016",114.1,114.0,117.37,112.21,MOEX
"Jun 27, 2016",112.0,114.14,116.19,112.0,MOEX
"Jun 28, 2016",112.99,112.49,113.18,111.12,MOEX
"Jun 29, 2016",113.75,113.18,113.98,112.5,MOEX
"Jun 30, 2016",112.52,113.55,114.5,112.1,MOEX
"Jul 01, 2016",112.44,112.0,112.85,110.7,MOEX
"Jul 04, 2016",112.9,112.47,113.06,111.41,MOEX
"Jul 05, 2016",110.78,112.47,112.58,109.88,MOEX
"Jul 06, 2016",111.0,110.15,112.04,110.1,MOEX
"Jul 07, 2016",113.06,111.47,113.06,111.47,MOEX
"Jul 08, 2016",115.22,112.93,115.5,112.0,MOEX
"Jul 11, 2016",119.19,115.2,119.19,115.0,MOEX
"Jul 12, 2016",119.98,119.39,120.22,117.81,MOEX
"Jul 13, 2016",119.7,119.79,120.0,118.22,MOEX
"Jul 14, 2016",119.61,119.8,119.8,117.31,MOEX
"Jul 15, 2016",120.0,119.0,120.9,118.2,MOEX
"Jul 18, 2016",119.2,119.31,120.09,117.65,MOEX
"Jul 19, 2016",119.0,119.19,119.8,117.73,MOEX
"Jul 20, 2016",114.73,118.55,119.1,112.76,MOEX
"Jul 21, 2016",115.39,115.51,116.69,113.78,MOEX
"Jul 22, 2016",115.95,116.5,117.43,115.95,MOEX
"Jul 25, 2016",117.35,116.08,118.11,116.05,MOEX
"Jul 26, 2016",114.5,117.3,117.3,114.03,MOEX
"Jul 27, 2016",114.0,114.86,115.3,113.67,MOEX
"Jul 28, 2016",114.95,114.53,114.95,113.22,MOEX
"Jul 29, 2016",113.51,114.71,114.88,112.34,MOEX
"Aug 01, 2016",112.7,113.54,114.5,112.51,MOEX
"Aug 02, 2016",111.27,112.7,112.82,110.6,MOEX
"Aug 03, 2016",111.63,111.0,111.95,110.75,MOEX
"Aug 04, 2016",115.19,112.0,115.55,112.0,MOEX
"Aug 05, 2016",114.87,115.58,116.47,113.62,MOEX
"Aug 08, 2016",117.94,114.9,117.99,114.8,MOEX
"Aug 09, 2016",117.52,117.64,118.5,117.08,MOEX
"Aug 10, 2016",119.0,117.65,120.7,117.0,MOEX
"Aug 11, 2016",119.48,118.5,120.18,117.33,MOEX
"Aug 12, 2016",123.0,119.5,123.32,119.5,MOEX
"Aug 15, 2016",124.99,123.49,125.75,122.99,MOEX
"Aug 16, 2016",129.44,124.5,129.44,124.13,MOEX
"Aug 17, 2016",126.61,127.0,128.35,125.52,MOEX
"Aug 18, 2016",126.6,127.0,127.87,126.03,MOEX
"Aug 19, 2016",126.0,126.9,127.8,125.5,MOEX
"Aug 22, 2016",125.55,125.74,126.99,124.62,MOEX
"Aug 23, 2016",124.9,125.43,126.37,124.2,MOEX
"Aug 24, 2016",127.0,124.27,127.0,124.15,MOEX
"Aug 25, 2016",127.01,126.99,128.0,126.22,MOEX
"Aug 26, 2016",130.75,127.01,131.35,126.7,MOEX
"Aug 29, 2016",132.34,130.3,132.4,129.5,MOEX
"Aug 30, 2016",130.63,132.29,132.34,130.5,MOEX
"Aug 31, 2016",127.07,130.6,131.58,126.01,MOEX
"Sep 01, 2016",126.8,127.05,127.98,126.31,MOEX
"Sep 02, 2016",128.45,127.29,128.57,126.33,MOEX
"Sep 05, 2016",129.29,128.44,129.72,128.42,MOEX
"Sep 06, 2016",130.47,129.5,130.47,127.45,MOEX
"Sep 07, 2016",129.3,130.4,130.4,128.3,MOEX
"Sep 08, 2016",129.2,129.5,129.78,128.7,MOEX
"Sep 09, 2016",126.55,128.73,129.19,126.48,MOEX
"Sep 12, 2016",126.67,126.1,127.83,126.01,MOEX
"Sep 13, 2016",122.19,127.17,127.37,121.85,MOEX
"Sep 14, 2016",121.5,122.55,122.79,120.85,MOEX
"Sep 15, 2016",122.39,121.5,122.48,120.82,MOEX
"Sep 16, 2016",122.99,122.0,122.99,121.42,MOEX
"Sep 19, 2016",127.3,123.0,127.6,122.5,MOEX
"Sep 20, 2016",127.5,127.3,127.77,125.98,MOEX
"Sep 21, 2016",127.31,127.99,129.5,126.93,MOEX
"Sep 22, 2016",130.89,128.49,130.89,128.0,MOEX
"Sep 23, 2016",129.6,130.89,131.5,128.51,MOEX
"Sep 26, 2016",127.45,129.0,129.0,126.25,MOEX
"Sep 27, 2016",123.0,127.7,127.7,123.0,MOEX
"Sep 28, 2016",123.89,123.0,125.77,122.52,MOEX
"Sep 29, 2016",125.18,125.88,126.89,124.31,MOEX
"Sep 30, 2016",126.6,124.81,127.8,123.05,MOEX
"Oct 03, 2016",127.67,127.29,128.98,126.07,MOEX
"Oct 04, 2016",120.2,127.35,127.88,120.2,MOEX
"Oct 05, 2016",122.6,121.95,123.5,120.69,MOEX
"Oct 06, 2016",122.25,122.52,122.88,121.23,MOEX
"Oct 07, 2016",121.67,122.5,123.25,120.82,MOEX
"Oct 10, 2016",123.29,121.94,124.1,121.27,MOEX
"Oct 11, 2016",124.0,123.33,124.64,122.2,MOEX
"Oct 12, 2016",124.05,124.21,125.22,123.28,MOEX
"Oct 13, 2016",123.55,124.0,124.48,122.62,MOEX
"Oct 14, 2016",124.27,123.95,124.8,123.17,MOEX
"Oct 17, 2016",123.5,124.49,124.49,123.12,MOEX
"Oct 18, 2016",124.24,123.79,124.24,122.53,MOEX
"Oct 19, 2016",122.91,124.07,124.23,122.9,MOEX
"Oct 20, 2016",119.06,123.08,123.16,118.8,MOEX
"Oct 21, 2016",116.0,119.25,119.25,115.0,MOEX
"Oct 24, 2016",112.83,116.39,117.39,111.75,MOEX
"Oct 25, 2016",117.65,113.42,118.4,112.72,MOEX
"Oct 26, 2016",117.31,117.65,119.2,116.68,MOEX
"Oct 27, 2016",118.8,117.5,119.75,117.31,MOEX
"Oct 28, 2016",117.39,118.95,118.95,116.08,MOEX
"Oct 31, 2016",116.71,117.5,117.5,115.21,MOEX
"Nov 01, 2016",114.7,117.3,117.8,114.05,MOEX
"Nov 02, 2016",114.91,114.7,115.78,113.75,MOEX
"Nov 03, 2016",114.91,114.61,116.14,114.03,MOEX
"Nov 07, 2016",110.17,115.0,115.5,110.17,MOEX
"Nov 08, 2016",111.2,110.61,112.7,110.61,MOEX
"Nov 09, 2016",112.99,110.0,114.24,108.24,MOEX
"Nov 10, 2016",114.0,113.7,118.49,113.41,MOEX
"Nov 11, 2016",112.2,114.69,115.27,112.2,MOEX
"Nov 14, 2016",110.0,112.73,113.17,109.12,MOEX
"Nov 15, 2016",111.21,110.59,112.75,109.87,MOEX
"Nov 16, 2016",111.3,112.0,113.7,110.52,MOEX
"Nov 17, 2016",109.0,111.46,112.14,108.52,MOEX
"Nov 18, 2016",112.62,109.05,112.7,108.54,MOEX
"Nov 21, 2016",113.03,113.25,115.45,112.17,MOEX
"Nov 22, 2016",116.68,113.89,116.68,113.21,MOEX
"Nov 23, 2016",119.0,116.95,119.22,116.11,MOEX
"Nov 24, 2016",118.67,119.0,119.67,117.56,MOEX
"Nov 25, 2016",117.5,118.14,118.7,116.3,MOEX
"Nov 28, 2016",116.3,117.5,117.98,115.61,MOEX
"Nov 29, 2016",114.01,116.2,116.49,114.01,MOEX
"Nov 30, 2016",118.35,114.3,119.64,113.75,MOEX
"Dec 01, 2016",119.6,119.88,121.63,119.14,MOEX
"Dec 02, 2016",116.7,119.55,119.69,116.7,MOEX
"Dec 05, 2016",119.45,116.49,119.55,116.27,MOEX
"Dec 06, 2016",119.81,119.0,120.87,118.1,MOEX
"Dec 07, 2016",118.7,119.94,120.62,118.7,MOEX
"Dec 08, 2016",119.7,119.44,120.5,118.72,MOEX
"Dec 09, 2016",120.55,120.04,122.2,119.26,MOEX
"Dec 12, 2016",125.0,122.49,125.3,120.72,MOEX
"Dec 13, 2016",128.46,125.0,129.27,123.8,MOEX
"Dec 14, 2016",122.5,128.46,128.46,122.34,MOEX
"Dec 15, 2016",124.9,122.3,125.0,121.1,MOEX
"Dec 16, 2016",122.73,125.3,126.24,122.67,MOEX
"Dec 19, 2016",124.0,123.8,124.84,122.73,MOEX
"Dec 20, 2016",122.5,123.64,123.94,121.54,MOEX
"Dec 21, 2016",120.4,122.49,125.5,120.4,MOEX
"Dec 22, 2016",117.5,120.2,120.37,117.29,MOEX
"Dec 23, 2016",116.67,117.2,118.4,116.51,MOEX
"Dec 26, 2016",118.15,117.25,119.16,116.16,MOEX
"Dec 27, 2016",119.43,118.5,119.49,118.25,MOEX
"Dec 28, 2016",120.51,119.49,121.35,119.14,MOEX
"Dec 29, 2016",122.45,120.9,123.1,119.09,MOEX
"Dec 30, 2016",125.59,122.9,125.59,122.35,MOEX
"Jan 03, 2017",127.9,125.59,130.41,125.4,MOEX
"Jan 04, 2017",130.0,128.42,130.0,126.83,MOEX
"Jan 05, 2017",127.75,129.99,130.84,126.6,MOEX
"Jan 06, 2017",125.57,127.75,128.65,125.12,MOEX
"Jan 09, 2017",127.8,126.37,128.39,125.02,MOEX
"Jan 10, 2017",129.95,127.8,130.13,126.48,MOEX
"Jan 11, 2017",134.77,129.3,134.77,129.0,MOEX
"Jan 12, 2017",137.6,134.61,137.6,133.15,MOEX
"Jan 13, 2017",134.69,137.04,137.49,133.8,MOEX
"Jan 16, 2017",133.0,134.69,135.37,132.51,MOEX
"Jan 17, 2017",129.8,133.22,134.29,129.11,MOEX
"Jan 18, 2017",131.5,129.99,131.8,129.5,MOEX
"Jan 19, 2017",131.68,131.8,134.4,130.06,MOEX
"Jan 20, 2017",130.75,131.16,132.39,129.74,MOEX
"Jan 23, 2017",130.4,130.7,132.49,128.55,MOEX
"Jan 24, 2017",131.61,130.5,131.75,130.1,MOEX
"Jan 25, 2017",131.86,131.5,132.45,131.06,MOEX
"Jan 26, 2017",136.42,132.3,136.99,132.21,MOEX
"Jan 27, 2017",138.5,136.45,139.8,136.08,MOEX
"Jan 30, 2017",136.0,138.69,138.88,135.02,MOEX
"Jan 31, 2017",134.2,135.86,136.87,134.2,MOEX
"Feb 01, 2017",134.8,134.5,135.1,133.0,MOEX
"Feb 02, 2017",134.17,134.8,135.65,132.34,MOEX
"Feb 03, 2017",135.79,134.14,135.9,131.24,MOEX
"Feb 06, 2017",135.1,135.8,136.7,133.55,MOEX
"Feb 07, 2017",133.69,135.02,135.04,133.01,MOEX
"Feb 08, 2017",131.55,133.67,133.67,131.25,MOEX
"Feb 09, 2017",131.67,131.8,132.77,129.82,MOEX
"Feb 10, 2017",130.79,131.8,133.7,129.0,MOEX
"Feb 13, 2017",129.48,130.69,132.12,129.22,MOEX
"Feb 14, 2017",127.4,129.4,129.93,126.26,MOEX
"Feb 15, 2017",127.81,127.11,128.6,125.2,MOEX
"Feb 16, 2017",127.0,128.39,128.42,125.55,MOEX
"Feb 17, 2017",126.5,127.01,128.2,126.0,MOEX
"Feb 20, 2017",124.38,127.25,127.3,123.69,MOEX
"Feb 21, 2017",124.97,124.38,125.5,123.09,MOEX
"Feb 22, 2017",126.2,124.99,126.25,122.5,MOEX
"Feb 24, 2017",126.2,124.53,127.2,124.53,MOEX
"Feb 27, 2017",123.0,126.55,126.55,122.8,MOEX
"Feb 28, 2017",123.5,122.5,125.5,121.55,MOEX
"Mar 01, 2017",128.25,123.5,128.25,123.09,MOEX
"Mar 02, 2017",124.47,128.3,130.6,123.6,MOEX
"Mar 03, 2017",118.26,124.0,124.39,117.91,MOEX
"Mar 06, 2017",113.51,118.3,119.0,113.51,MOEX
"Mar 07, 2017",116.45,113.21,116.45,112.21,MOEX
"Mar 09, 2017",113.5,114.65,117.77,113.0,MOEX
"Mar 10, 2017",113.0,114.1,114.83,111.67,MOEX
"Mar 13, 2017",114.02,113.96,115.4,112.15,MOEX
"Mar 14, 2017",113.2,114.3,115.09,112.72,MOEX
"Mar 15, 2017",110.15,113.51,114.2,110.1,MOEX
"Mar 16, 2017",112.81,111.55,112.85,111.0,MOEX
"Mar 17, 2017",114.45,113.0,116.39,112.72,MOEX
"Mar 20, 2017",117.16,114.99,117.8,114.55,MOEX
"Mar 21, 2017",114.38,117.69,119.33,113.78,MOEX
"Mar 22, 2017",113.49,113.2,114.78,111.57,MOEX
"Mar 23, 2017",112.01,114.34,115.66,111.78,MOEX
"Mar 24, 2017",114.32,112.2,115.09,111.22,MOEX
"Mar 27, 2017",112.4,113.1,113.99,111.4,MOEX
"Mar 28, 2017",114.62,112.65,114.65,112.43,MOEX
"Mar 29, 2017",113.41,115.09,115.78,113.11,MOEX
"Mar 30, 2017",114.1,113.79,114.93,113.18,MOEX
"Mar 31, 2017",111.51,114.2,114.43,111.51,MOEX
"Apr 03, 2017",114.6,112.3,114.88,111.62,MOEX
"Apr 04, 2017",114.34,114.66,114.71,113.2,MOEX
"Apr 05, 2017",116.15,114.5,116.9,114.11,MOEX
"Apr 06, 2017",114.99,115.01,115.96,114.55,MOEX
"Apr 07, 2017",111.75,114.5,114.78,111.62,MOEX
"Apr 10, 2017",107.55,111.7,111.7,106.12,MOEX
"Apr 11, 2017",107.55,106.72,109.21,106.72,MOEX
"Apr 12, 2017",104.9,108.85,108.85,104.36,MOEX
"Apr 13, 2017",105.9,106.09,107.02,103.75,MOEX
"Apr 14, 2017",104.35,105.13,105.89,103.93,MOEX
"Apr 17, 2017",107.67,104.46,107.71,104.46,MOEX
"Apr 18, 2017",105.5,108.0,108.09,105.05,MOEX
"Apr 19, 2017",106.5,105.35,106.85,104.36,MOEX
"Apr 20, 2017",109.2,105.87,109.5,105.16,MOEX
"Apr 21, 2017",111.4,109.36,111.4,108.85,MOEX
"Apr 24, 2017",112.36,112.05,114.1,110.73,MOEX
"Apr 25, 2017",114.62,112.3,115.28,111.85,MOEX
"Apr 26, 2017",115.0,115.25,115.7,113.8,MOEX
"Apr 27, 2017",115.79,114.51,115.88,113.11,MOEX
"Apr 28, 2017",115.05,116.0,116.0,114.3,MOEX
"May 02, 2017",117.3,115.4,117.75,115.1,MOEX
